 


  
  

NCAA Men's Soccer
Division IPoints Per Game
Through Games 12/12/2022

Goals x 2 + assists must equal points
       
"Rank","Name","Team","Cl","Pos","Games","Goals","Assists","Points","Per Game"
"56","Nicholas Kaloukian","Michigan","Fr.","F","16","21","1.31"
"57","Jeremy Montero","USC Upstate","Jr.","F","13","17","1.31"
"58","Knut Ahlander","SMU","Sr.","M","17","22","1.29"
"","Antek Sienkiel","St. John's (NY)","Sr.","M","17","22","1.29"
"","Milo Yosef","Marshall","Sr.","F","17","22","1.29"
"61","Borna Miklic","UMass Lowell","Sr.","F","14","18","1.29"
"","Oladayo Thomas","Santa Clara","Sr.","F","14","18","1.29"
"63","Wilmer Cabrera","Butler","Sr.","F","18","23","1.28"
"","Tyrese Spicer","Lipscomb","Jr.","F","18","23","1.28"
"","Gunnar Studenhofft","Manhattan","So.","F","18","23","1.28"
"","Ousmane Sylla","Clemson","Jr.","M","18","23","1.28"
"67","AJ Franklin","Drake","Jr.","F","15","19","1.27"
"68","Ask Ekeland","Duquesne","Fr.","M","19","24","1.26"
"","Bertin Jacquesson","Pittsburgh","Jr.","F","19","24","1.26"
"70","Deryn Armstrong","Northern Ky.","Jr.","M","16","20","1.25"
"","Pablo Kawecki","Cleveland St.","Sr.","M","20","25","1.25"
"","Malik Pinto","Princeton","Jr.","M","16","20","1.25"
"73","Levonte Johnson","Syracuse","Sr.","F","25","31","1.24"
"74","Luis Mueller","California Baptist","Jr.","F","21","26","1.24"
"75","Hale Lombard","Lafayette","Jr.","F","17","21","1.24"
"","Javier Lopez Cayuela","Sacred Heart","Fr.","M","17","21","1.24"
"77","Jason Shokalook","Akron","So.","F","18","22","1.22"
"78","Brandon Morales","Cornell","Sr.","M","19","23","1.21"
"","Ilijah Paul","Washington","So.","F","19","23","1.21"
"","Hayes Wood","Lipscomb","Sr.","F","19","23","1.21"
"81","Bernardo Dos Santos Monteiro","FIU","So.","F","20","24","1.20"
"","Lucas Meek","Washington","Sr.","M","20","24","1.20"
"83","Brandon Cambridge","Portland","So.","M","21","25","1.19"
"","Bryan Iliohan","California Baptist","Sr.","F","21","25","1.19"
"85","Malik Henry-Scott","Tulsa","Jr.","F","16","19","1.19"
"","Frantz Pierrot","UConn","Sr.","F","16","19","1.19"
"","Niall Reid-Stephen","Chicago St.","So.","F","16","19","1.19"
"","Nikolai Rojel","Wofford","Fr.","F","16","19","1.19"
"","Stefan Sigurdarson","Boston College","Sr.","F","16","19","1.19"
"90","Jackson Castro","Creighton","So.","M","22","26","1.18"
"91","Forster Ajago","Dayton","Sr.","F","17","20","1.18"
"","Jalen James","Campbell","Sr.","F","17","20","1.18"
"93","Reziq Banihani","Cal St. Fullerton","So.","F","18","21","1.17"
"","Jesus Barea","Missouri St.","Jr.","F","18","21","1.17"
"","Nigel Buckley","La Salle","Sr.","F","18","21","1.17"
"","Lukas Sunesson","Marquette","Sr.","F","18","21","1.17"
"97","Nacho Diaz Barragan","Evansville","So.","F","19","22","1.16"
"","Jannis Schmidt","Cleveland St.","Sr.","M","19","22","1.16"
"","Laurence Wootton","Ohio St.","Jr.","M","19","22","1.16"
"100","José Carlos","Longwood","Sr.","F","14","16","1.14"
"","Josh Johansen","Green Bay","So.","M","14","16","1.14"
"","Christian Kraus","Furman","Jr.","F","14","16","1.14"
"103","Jonas Bickus","Stony Brook","So.","F","15","17","1.13"
"104","Ryan Clare","Princeton","Sr.","D","16","18","1.13"
"","Chase Gilley","Robert Morris","Jr.","F","16","18","1.13"
"","Samory Powder","Detroit Mercy","Jr.","F","16","18","1.13"
"","Maximus Rigby","Saint Francis (PA)","So.","M","16","18","1.13"
"108","Sergio  Baena","Tulsa","Jr.","M","17","19","1.12"
"","Thaddaeus Dewing","Air Force","Jr.","F","17","19","1.12"
"","Emil Lindgren Pedersen","Milwaukee","Fr.","F","17","19","1.12"
"","Gerard Lopez Forner","Presbyterian","Sr.","F","17","19","1.12"
"","Sam Presser","UNC Asheville","Fr.","M","17","19","1.12"
"113","Mason Duval","Elon","Sr.","F","18","20","1.11"
"","Stas Korzeniowski","Penn","So.","F","18","20","1.11"
"","Kyle Tucker","Drexel","Sr.","M","18","20","1.11"
"116","Sebastian Cruz","Cal St. Fullerton","Jr.","M","19","21","1.11"
"","Shakur Mohammed","Duke","So.","M","19","21","1.11"
"118","Stefan Copetti","Maryland","Jr.","F","20","22","1.10"
"","Hunter George","Maryland","Sr.","F","20","22","1.10"
"120","Dylan Sing","Western Mich.","Sr.","M","21","23","1.10"
"121","Liam Butts","Penn St.","Sr.","F","13","14","1.08"
"","Yann Kouemi","Temple","Sr.","F","13","14","1.08"
"","Ethan Stevenson","Longwood","So.","F","13","14","1.08"
"124","Ryan Crooks","West Virginia","Jr.","M","14","15","1.07"
"","Patrick Gryczewski","Rhode Island","So.","M","14","15","1.07"
"126","Henrique Cruz","Marist","Sr.","M","15","16","1.07"
"","Logan Dorsey","Gonzaga","So.","F","15","16","1.07"
"","Marko Mitrevski","Liberty","Sr.","M","15","16","1.07"
"129","Vincent Bennage","Davidson","So.","F","16","17","1.06"
"","Iker Carew","Col. of Charleston","Fr.","F","16","17","1.06"
"","Alex Churness","San Diego","Sr.","M","16","17","1.06"
"","Willem Ebbinge","Harvard","Jr.","M","16","17","1.06"
"","Sam Eccles","Eastern Ill.","Jr.","F","16","17","1.06"
"","Oshea Foster","San Diego","Fr.","F","16","17","1.06"
"","Oscar Haynes Brown","George Washington","Sr.","F","16","17","1.06"
"","Alexander Petraeus","SMU","Fr.","F","16","17","1.06"
"","Nemo Philipp","UC Santa Barbara","So.","M","16","17","1.06"
"","Jack Sarkos","Lehigh","Sr.","F","16","17","1.06"
"","Michele Signorelli","St. Francis Brooklyn","Jr.","F","16","17","1.06"
"140","Omari Cotterell","La Salle","Sr.","F","17","18","1.06"
"","Manny Day","Dayton","Sr.","F","17","18","1.06"
"","Gevork Diarbian","Providence","Jr.","F","17","18","1.06"
"","Isaiah Reid","Clemson","Sr.","F","17","18","1.06"
"","Oscar Resano","South Fla.","Jr.","F","17","18","1.06"
"","Kelan Swales","Loyola Maryland","Sr.","F","17","18","1.06"
"","Basit Umar","Dayton","Fr.","M","17","18","1.06"
"147","Jordan Alonge","FDU","Sr.","M","18","19","1.06"
"","Dyson Clapier","Akron","So.","M","18","19","1.06"
"149","Stephen Afrifa","FIU","Sr.","F","19","20","1.05"
"","Carlo Agostinelli","Stanford","Jr.","F","19","20","1.05"
"","Dylan Gaither","Mercer","Sr.","M","19","20","1.05"
"","Albert Portas","Cleveland St.","Jr.","M","19","20","1.05"
Reclassifying
"NR","Juri  Schlingmann","Merrimack","Sr.","F","17","31","1.82"
"NR","Johan Feilscher","Merrimack","Sr.","F","17","29","1.71"
"NR","Jacob Woznicki","Stonehill","Jr.","F","17","25","1.47"
"NR","Felipe Mendonca","Queens (NC)","Sr.","F","13","19","1.46"
"NR","Anis Smajlovic","Lindenwood","Fr.","F","15","16","1.07"

NCAA Men's Soccer
Division IGame-Winning Goals
Through Games 12/12/2022


"Rank","Name","Team","Cl","Pos","Games","GWG"
"1","Levonte Johnson","Syracuse","Sr.","F","25","8"
"2","Eliot Goldthorp","Hofstra","So.","M","21","6"
"","Emil Jaaskelainen","LIU","Jr.","F","15","6"
"","Shakur Mohammed","Duke","So.","M","19","6"
"","Ryan Wittenbrink","Indiana","Sr.","F","24","6"
"6","Palmer Ault","Butler","Fr.","F","19","5"
"","Finn Ballard McBride","UC Santa Barbara","Sr.","F","20","5"
"","Brandon Cambridge","Portland","So.","M","21","5"
"","Felipe D'Agostini","Oral Roberts","So.","M","17","5"
"","Marcos Kitromilides","Lafayette","Sr.","F","18","5"
"","Duncan McGuire","Creighton","Jr.","F","24","5"
"","Daniel Nimick","Western Mich.","Sr.","D","21","5"
"","Thomas Storødegård","Siena","So.","F","17","5"
"14","Leo Afonso","Virginia","Jr.","F","19","4"
"","Stephen Afrifa","FIU","Sr.","F","19","4"
"","Ryan Carmichael","Hofstra","Jr.","F","21","4"
"","Bernardo Dos Santos Monteiro","FIU","So.","F","20","4"
"","Ismail El Harchi","UNC Greensboro","Sr.","F","20","4"
"","AJ Franklin","Drake","Jr.","F","15","4"
"","Ale Gutierrez","Harvard","Jr.","F","16","4"
"","Noah Holmes","High Point","Sr.","F","21","4"
"","Aedon Kyra","FGCU","Sr.","F","17","4"
"","Nicolo Mulatero","Missouri St.","Sr.","F","18","4"
"","Lorenzo Nagy","Presbyterian","Jr.","M","13","4"
"","Valentin Noel","Pittsburgh","Sr.","M","21","4"
"","Jack Panayotou","Georgetown","Fr.","M","19","4"
"","Jamar Ricketts","CSUN","So.","F","19","4"
"","Gurman Sangha","Portland","Sr.","M","21","4"
"","Nick Scardina","Washington","Jr.","M","20","4"
"","Charlie Sharp","Western Mich.","Sr.","M","21","4"
"","Ben Stitz","Penn","Sr.","M","18","4"
"","Alek Wroblewski","UMBC","Jr.","F","18","4"
"","Milo Yosef","Marshall","Sr.","F","17","4"
"34","Khaled Abdella","St. Francis Brooklyn","Sr.","F","18","3"
"","Knut Ahlander","SMU","Sr.","M","17","3"
"","Forster Ajago","Dayton","Sr.","F","17","3"
"","Jefferson Amaya","High Point","Fr.","M","20","3"
"","Raz Amir","Fairfield","Jr.","F","19","3"
"","Cameron Arnold","James Madison","Fr.","F","20","3"
"","Jacob Babalai","Portland","So.","F","20","3"
"","Issa Badawiya","UC Riverside","Sr.","M","17","3"
"","Yaniv Bazini","Vermont","So.","F","22","3"
"","Matthew Bell","Marshall","Fr.","F","19","3"
"","David Bercedo","Quinnipiac","Sr.","F","21","3"
"","Liam Butts","Penn St.","Sr.","F","13","3"
"","Marcus Caldeira","West Virginia","Fr.","F","18","3"
"","Aboubacar Camara","Louisville","Jr.","F","18","3"
"","Iker Carew","Col. of Charleston","Fr.","F","16","3"
"","Paolo Carroll","Yale","Sr.","F","15","3"
"","Dyson Clapier","Akron","So.","M","18","3"
"","Ryan Clare","Princeton","Sr.","D","16","3"
"","Jose Contell","UCLA","So.","F","20","3"
"","Omari Cotterell","La Salle","Sr.","F","17","3"
"","Alberto Cruz","Memphis","Fr.","F","18","3"
"","Jelldrik Dallmann","Lipscomb","Sr.","F","17","3"
"","Ben Damge","Kentucky","Jr.","F","19","3"
"","Thaddaeus Dewing","Air Force","Jr.","F","17","3"
"","Kevin Diaz","UCLA","Sr.","F","20","3"
"","Mason Duval","Elon","Sr.","F","18","3"
"","Bryant Farkarlun","Houston Christian","Sr.","F","18","3"
"","Eli Goldman","New Hampshire","Jr.","M","20","3"
"","Casper Grening","Kentucky","So.","M","21","3"
"","Gage Guerra","Army West Point","So.","F","15","3"
"","Lukas Hackaa","IUPUI","Jr.","M","20","3"
"","Billy Hency","Loyola Chicago","Sr.","M","18","3"
"","Alec Hughes","Massachusetts","Jr.","F","17","3"
"","Bryan Iliohan","California Baptist","Sr.","F","21","3"
"","David Jackson","Navy","Jr.","M","19","3"
"","Bertin Jacquesson","Pittsburgh","Jr.","F","19","3"
"","Jalen James","Campbell","Sr.","F","17","3"
"","Pablo Kawecki","Cleveland St.","Sr.","M","20","3"
"","Max Keenan","Wisconsin","Jr.","M","16","3"
"","Hosei Kijima","Wake Forest","Jr.","D","10","3"
"","Christian Koffi","Kansas City","Jr.","F","16","3"
"","Stas Korzeniowski","Penn","So.","F","18","3"
"","Denis Krioutchenkov","Davidson","Fr.","F","17","3"
"","Giona Leibold","Syracuse","So.","M","22","3"
"","Beau Leroux","San Jose St.","So.","M","19","3"
"","Lucas Meek","Washington","Sr.","M","20","3"
"","Lucas Miquel Castrillo","Sacred Heart","Sr.","M","17","3"
"","Luis Mueller","California Baptist","Jr.","F","21","3"
"","Alex Nagy","Vermont","Sr.","M","17","3"
"","Elias Norris","George Washington","Sr.","M","19","3"
"","Liam O'Brien","Belmont","Sr.","F","18","3"
"","Nathan Opoku","Syracuse","So.","F","25","3"
"","Pau Palacin","SIUE","So.","F","9","3"
"","Tarik Pannholzer","ETSU","Jr.","F","15","3"
"","Ilijah Paul","Washington","So.","F","19","3"
"","Mathis Pilon St-Louis","Omaha","Fr.","F","15","3"
"","Ramzi Qawasmy","Providence","Sr.","D","17","3"
"","Maycol Reyes","UNC Greensboro","Sr.","F","20","3"
"","Carlos Santamaria","Oral Roberts","So.","M","17","3"
"","Noe Santos","Coastal Carolina","So.","F","16","3"
"","Oscar Sears","Wake Forest","Jr.","M","19","3"
"","Fredrik Skilberg","SMU","Fr.","F","16","3"
"","Ellis Spikner","Oregon St.","So.","F","17","3"
"","Gunnar Studenhofft","Manhattan","So.","F","18","3"
"","Scotty Taylor","Duke","Sr.","F","19","3"
"","Hayes Wood","Lipscomb","Sr.","F","19","3"
"","Tyler Young","Campbell","Jr.","M","20","3"
"","Ben Zakowski","Monmouth","Sr.","F","15","3"
"","Shane de Flores","Stanford","So.","M","19","3"
Reclassifying
"NR","Johan Feilscher","Merrimack","Sr.","F","17","3"
"NR","Juri  Schlingmann","Merrimack","Sr.","F","17","3"

NCAA Men's Soccer
Division IGoalie Minutes Played
Through Games 12/12/2022


"Rank","Name","Team","Cl","Pos","Games","Goalie Min. Plyd"
"1","Russell Shealy","Syracuse","Sr.","GK","24","2220:00"
"2","Paul Kruse","Creighton","Sr.","GK","24","2084:41"
"3","Joe van der Sar","Pittsburgh","Sr.","GK","22","2020:00"
"4","Hunter Morse","Western Mich.","Sr.","GK","21","1907:57"
"5","Holden Trent","High Point","Sr.","GK","21","1890:00"
"6","Wessel Speel","Hofstra","Jr.","GK","21","1876:50"
"7","George Tasouris","Portland","Sr.","GK","21","1875:57"
"8","Nathan Silveira","Vermont","Sr.","GK","21","1865:29"
"9","Isaac Nehme","Denver","Fr.","GK","21","1859:08"
"10","Niclas Wild","UNC Greensboro","Jr.","GK","20","1840:00"
"11","Leroy Zeller","UC Santa Barbara","Jr.","GK","20","1820:00"
"12","Jassem Koleilat","New Hampshire","Sr.","GK","20","1802:58"
"13","Mitch Budler","Akron","Fr.","GK","20","1800:00"
"","Carlos Gonzalez","UC Riverside","Jr.","GK","20","1800:00"
"","Jackson Weyman","South Fla.","Sr.","GK","20","1800:00"
"16","Matt Frank","Stanford","Sr.","GK","20","1786:09"
"17","Holden Brown","Virginia","So.","GK","19","1750:00"
"18","Colin Welsh","Memphis","So.","GK","19","1738:23"
"19","Jason Dubrovich","San Diego","Sr.","GK","19","1730:00"
"","Pierce Holbrook","Navy","So.","GK","19","1730:00"
"","Nolan Premack","California Baptist","Jr.","GK","19","1730:00"
"","Luke Pruter","UC Irvine","Jr.","GK","19","1730:00"
"","David Sweeney","San Jose St.","Sr.","GK","19","1730:00"
"24","Michael Sibley","Lipscomb","Sr.","GK","19","1726:48"
"25","Ryan Bilichuk","Elon","Sr.","GK","19","1710:00"
"","Nate Crockford","UCLA","So.","GK","19","1710:00"
"","Eliot Hamill","Duke","Sr.","GK","19","1710:00"
"","Domenic Nascimben","Duquesne","Sr.","GK","19","1710:00"
"","Cooper Wenzel","CSUN","So.","GK","19","1710:00"
"30","Oliver Semmle","Marshall","Sr.","GK","19","1707:54"
"31","Trace Alphin","Wake Forest","So.","GK","19","1705:23"
"32","Greg Monroe","Siena","Sr.","GK","19","1701:09"
"33","Sebastian Conlon","James Madison","Fr.","GK","19","1698:39"
"34","Ryan Friedberg","Cornell","Fr.","GK","19","1698:35"
"35","Alex Aitken","Houston Christian","Fr.","GK","19","1691:00"
"36","Gabriel Gjergji","Butler","Sr.","GK","19","1678:48"
"37","Tetsuya Kadono","Cal St. Fullerton","Jr.","GK","19","1637:32"
"38","Nick Christoffersen","Penn","Sr.","GK","18","1636:15"
"39","Quantrell Jones","UMBC","Sr.","GK","18","1632:57"
"40","James Anderson","Fairfield","Jr.","GK","18","1620:00"
"","Colby Hegarty","Northeastern","Jr.","GK","18","1620:00"
"","Cole Jensen","Xavier","Sr.","GK","18","1620:00"
"","Akili Kasim","Seattle U","Sr.","GK","18","1620:00"
"","Harry Townsend","Missouri St.","Jr.","GK","18","1620:00"
"","Mitchell Wilson","LMU (CA)","Sr.","GK","18","1620:00"
"46","Alessandro Capogna","Drexel","Jr.","GK","18","1619:22"
"47","Simon Jillson","Loyola Chicago","Sr.","GK","18","1602:35"
"48","Karl Netzell","Quinnipiac","Fr.","GK","18","1595:00"
"49","JT Harms","Indiana","Jr.","GK","18","1586:46"
"50","Johan Garibay","Gonzaga","Jr.","GK","18","1551:42"
"51","Dario Caetano","Dayton","Jr.","GK","17","1550:00"
"","Jeremy Coste","Oral Roberts","Sr.","GK","17","1550:00"
"","Danilo Nikcevic","William & Mary","Sr.","GK","17","1550:00"
"54","Carlos Tofern","Saint Louis","Sr.","GK","17","1545:00"
"55","Juan Alfaro Monge","Iona","So.","GK","17","1530:00"
"","Guillem Badenes Mecho","Saint Peter's","Sr.","GK","17","1530:00"
"","Luca Bulfon","USC Upstate","Sr.","GK","17","1530:00"
"","Jacob Castro","San Diego St.","Jr.","GK","17","1530:00"
"","Kent Dickey","Villanova","Sr.","GK","17","1530:00"
"","Alex Flowers","Western Ill.","Jr.","GK","17","1530:00"
"","William Howard","Canisius","Sr.","GK","17","1530:00"
"","Jonathan Kliewer","Detroit Mercy","So.","GK","17","1530:00"
"","Nate Logan","Belmont","Sr.","GK","17","1530:00"
"","Lucas Morefield","IUPUI","Jr.","GK","17","1530:00"
"","Hannes Ronnholmen","Seton Hall","Sr.","GK","17","1530:00"
"","Ethan Russell","Mount St. Mary's","Jr.","GK","17","1530:00"
"","Alex Sutton","Lafayette","Sr.","GK","17","1530:00"
"","Cameron Victor","Wofford","Jr.","GK","17","1530:00"
"","Adam Vik","Delaware","Fr.","GK","17","1530:00"
"70","Justin Siegel","Sacred Heart","Sr.","GK","17","1524:04"
"71","Sam Ilin","Marist","Sr.","GK","17","1523:43"
"72","Owen Finnerty","Michigan St.","Sr.","GK","17","1515:52"
"73","Gunther Rankenburg","Georgia St.","Sr.","GK","17","1513:15"
"74","Guillaume Veinante","Rider","Sr.","GK","17","1485:52"
"75","Bryan Dowd","Notre Dame","Jr.","GK","17","1485:00"
"76","Ben Roberts","Furman","Sr.","GK","17","1478:40"
"77","Carter Abbott","Wisconsin","Sr.","GK","16","1460:00"
"","Ciaran Dalton","Rutgers","Fr.","GK","16","1460:00"
"","Keagan McLaughlin","Ohio St.","Sr.","GK","16","1460:00"
"80","Cooper Clark","Kansas City","Sr.","GK","17","1458:42"
"81","Michael Sly Jr.","Oakland","So.","GK","17","1458:36"
"82","Francesco Montali","Boston U.","Sr.","GK","16","1451:23"
"83","Matt Zambetti","Massachusetts","Sr.","GK","17","1451:08"
"84","Charles Janssen","UC Davis","So.","GK","17","1441:17"
"85","Mats Roorda","Binghamton","Sr.","GK","16","1440:18"
"86","Joseph Andema","Clemson","Fr.","GK","16","1440:00"
"","Gandhi Cruz","DePaul","Jr.","GK","16","1440:00"
"","Brendan Graves","Bowling Green","Jr.","GK","16","1440:00"
"","Max Hinke","Rhode Island","Fr.","GK","16","1440:00"
"","Tobias Jahn","Green Bay","So.","GK","16","1440:00"
"","Spencer King","FDU","Sr.","GK","17","1440:00"
"92","Alex Vidizzoni","Evansville","Sr.","GK","17","1439:25"
"93","Jordaine Jaeger","Saint Francis (PA)","Fr.","GK","16","1437:46"
"94","Ben Alexander","South Carolina","Fr.","GK","16","1436:58"
"95","Friedrich Petrelli","Robert Morris","So.","GK","16","1432:41"
"96","Casper Mols","Kentucky","Fr.","GK","16","1417:27"
"97","Kevin Harr","FIU","Fr.","GK","16","1415:00"
"98","Justin Grady","George Washington","Sr.","GK","17","1410:43"
"99","Ben Martino","Virginia Tech","So.","GK","16","1409:29"
"100","Gabriel Perrotta","UNCW","Sr.","GK","17","1409:07"
"101","Andrew Cooke","Colgate","Jr.","GK","16","1395:00"
"","Samuel Reisgys","NJIT","Sr.","GK","16","1395:00"
"103","Eric Waltz","San Francisco","Jr.","GK","16","1394:11"
"104","Chad Smith","Eastern Ill.","So.","GK","16","1388:42"
"105","Leo Stritter","Presbyterian","Fr.","GK","16","1380:55"
"106","Lucas Hatsios","NC State","So.","GK","15","1370:00"
"107","Michael Statham","Old Dominion","Fr.","GK","16","1363:55"
"108","Gabe Calhoun","VMI","Sr.","GK","15","1350:00"
"","Michael Collodi","Columbia","Sr.","GK","15","1350:00"
"","Elian Haddock","Yale","Sr.","GK","15","1350:00"
"","Jackson Lee","West Virginia","Jr.","GK","15","1350:00"
"","Trevor McMullen","Mercer","Jr.","GK","15","1350:00"
"","Omeed Naeemy","Cleveland St.","Sr.","GK","15","1350:00"
"","Kris Shakes","Penn St.","Sr.","GK","15","1350:00"
"","Henrik Weiper","Brown","Fr.","GK","15","1350:00"
"","Shafique Wilson","UAlbany","Jr.","GK","15","1350:00"
"117","Wyatt Kistner","FGCU","Jr.","GK","15","1349:56"
"118","Ryan Schewe","Georgetown","Jr.","GK","15","1345:00"
"119","Jake  Langley","George Mason","Sr.","GK","15","1340:53"
"120","Jonathan Burke","Drake","Sr.","GK","15","1340:51"
"121","John Byszewski","Air Force","Sr.","GK","15","1336:51"
"122","Collin Travasos","California","Jr.","GK","15","1333:19"
"123","Eryk Dymora","Monmouth","So.","GK","15","1324:56"
"124","Filippo Dadone","CSU Bakersfield","Jr.","GK","16","1313:06"
"125","Zach Schawl","Central Ark.","Jr.","GK","15","1306:57"
"126","Alex Lopez","Tulsa","So.","GK","14","1300:00"
"","Alec McLachlan","St. Francis Brooklyn","Fr.","GK","14","1300:00"
"128","Alex Bobocea","Loyola Maryland","So.","GK","15","1299:17"
"129","Alexandre Durand","Longwood","Sr.","GK","16","1291:56"
"130","John Ermini","VCU","So.","GK","16","1289:01"
"131","Hugo Constant","UIW","Fr.","F","15","1282:29"
"132","Josh Tubbs","Holy Cross","So.","GK","15","1280:51"
"133","Andrew Cordes","North Carolina","Fr.","GK","14","1260:00"
"","JR Gawel","Howard","Fr.","GK","15","1260:00"
"","Jack Hudson","UAB","Sr.","GK","14","1260:00"
"","Cole Hunter","ETSU","Sr.","GK","14","1260:00"
"","Luis Ludosan","Saint Joseph's","Jr.","GK","14","1260:00"
"","Niklas Neumann","Maryland","Sr.","GK","14","1260:00"
"","Andrew Sway","UNLV","Jr.","GK","14","1260:00"
"","Andres Vasquez","UIC","Sr.","GK","14","1260:00"
"141","Costi Christodoulou","Dartmouth","So.","GK","15","1255:50"
"142","Sam Fowler","Washington","Jr.","GK","14","1243:51"
"143","Oskar Nilsson","Harvard","Sr.","GK","14","1239:28"
"144","Martin Sanchez","NIU","Sr.","GK","14","1226:54"
"145","Leon Schmidt","Grand Canyon","So.","GK","14","1221:35"
"146","Josh Savoni","Niagara","Sr.","GK","14","1220:14"
"147","Tomas Hut","Army West Point","So.","GK","14","1204:33"
"148","Joey Batrouni","Coastal Carolina","So.","GK","14","1203:14"
